"Energy","Electricity_Generation","Power_Sector_Emissions"
"Fossil",3.62,1.77
"Fossil",3.47,1.7
"Fossil",3.18,1.56
"Fossil",3,1.47
"Fossil",2.87,1.41
"Fossil",3.08,1.51
"Fossil",3,1.47
"Fossil",2.72,1.33
"Fossil",3.28,1.61
"Fossil",3.6,1.76
"Fossil",4.13,2.02
"Fossil",4.1,2.01
"Fossil",3.54,1.73
"Fossil",3.33,1.63
"Fossil",3.05,1.49
"Fossil",3.06,1.73
"Fossil",2.82,1.59
"Fossil",2.5,1.41
"Fossil",2.32,1.31
"Fossil",2.04,1.15
"Fossil",1.81,0.99
"Fossil",2.11,1.17
"Fossil",2.25,1.3
"Fossil",2.86,1.62
"Fossil",2.88,1.64
"Fossil",2.97,1.65
"Fossil",2.65,1.48
"Fossil",2.66,1.49
"Fossil",2.2,1.22
"Fossil",2.41,1.34
"Fossil",1.97,1.08
"Fossil",1.78,0.98
"Fossil",1.71,0.93
"Fossil",1.85,1
"Fossil",1.98,1.08
"Fossil",2.2,1.17
"Fossil",3.07,1.63
"Fossil",3.02,1.6
"Fossil",3.18,1.68
"Fossil",3.21,1.72
"Fossil",2.54,1.38
"Fossil",2.42,1.31
"Fossil",2.49,1.34
"Fossil",2.11,1.15
"Fossil",1.85,1.01
"Fossil",2.02,1.1
"Fossil",1.95,1.07
"Fossil",2.02,1.11
"Fossil",2.65,1.43
"Fossil",2.96,1.6
"Fossil",2.78,1.5
"Fossil",2.2,1.22
"Fossil",2.49,1.36
"Fossil",2.44,1.34
"Fossil",1.73,0.98
"Fossil",1.8,1.01
"Fossil",2.06,1.12
"Fossil",2.34,1.26
"Fossil",2.47,1.33
"Fossil",2.32,1.26
"Fossil",3.39,1.8
"Fossil",3.71,1.98
"Fossil",2.91,1.59
"Fossil",3.47,1.86
"Fossil",2.61,1.43
"Fossil",2.26,1.25
"Fossil",2.24,1.23
"Fossil",2.1,1.17
"Fossil",2.23,1.2
"Fossil",2.44,1.3
"Fossil",2.35,1.27
"Fossil",2.5,1.35
"Fossil",3.2,1.71
"Fossil",3.24,1.73
"Fossil",2.5,1.38
"Fossil",3.02,1.63
"Fossil",2.4,1.3
"Fossil",2.4,1.3
"Fossil",1.72,0.96
"Fossil",2.13,1.16
"Fossil",2.64,1.4
"Fossil",3.28,1.73
"Fossil",2.88,1.53
"Fossil",2.59,1.39
"Fossil",2.43,1.34
"Fossil",2.71,1.48
"Fossil",2.99,1.62
"Fossil",3.03,1.65
"Fossil",2.33,1.28
"Fossil",2.71,1.47
"Fossil",2.7,1.46
"Fossil",1.94,1.09
"Fossil",2.02,1.1
"Fossil",1.78,0.99
"Fossil",1.61,0.91
"Fossil",1.51,0.86
"Fossil",1.61,0.92
"Fossil",2.84,1.52
"Fossil",2.6,1.42
"Fossil",2.91,1.59
"Fossil",1.81,1.02
"Fossil",2.22,1.24
"Fossil",1.74,0.99
"Fossil",1.72,0.95
"Fossil",1.9,1.04
"Fossil",2.41,1.3
"Fossil",2.72,1.45
"Fossil",2.38,1.28
"Fossil",2.48,1.33
"Fossil",0.46,0.23
"Fossil",0.45,0.22
"Fossil",0.47,0.23
"Fossil",0.46,0.23
"Fossil",0.51,0.25
"Fossil",0.5,0.25
"Fossil",0.52,0.25
"Fossil",0.54,0.26
"Fossil",0.55,0.27
"Fossil",0.5,0.25
"Fossil",0.45,0.22
"Fossil",0.48,0.24
"Fossil",0.49,0.24
"Fossil",0.41,0.2
"Fossil",0.48,0.24
"Fossil",0.34,0.17
"Fossil",0.41,0.2
"Fossil",0.43,0.21
"Fossil",0.45,0.22
"Fossil",0.46,0.23
"Fossil",0.51,0.25
"Fossil",0.62,0.3
"Fossil",0.67,0.33
"Fossil",0.57,0.28
"Fossil",0.41,0.2
"Fossil",0.39,0.19
"Fossil",0.47,0.23
"Fossil",0.43,0.21
"Fossil",0.55,0.27
"Fossil",0.49,0.24
"Fossil",0.52,0.25
"Fossil",0.53,0.26
"Fossil",0.56,0.27
"Fossil",0.61,0.3
"Fossil",0.62,0.3
"Fossil",0.52,0.25
"Fossil",0.51,0.25
"Fossil",0.5,0.25
"Fossil",0.49,0.24
"Fossil",0.48,0.24
"Fossil",0.5,0.25
"Fossil",0.48,0.24
"Fossil",0.55,0.27
"Fossil",0.56,0.27
"Fossil",0.58,0.28
"Fossil",6.2,3.67
"Fossil",5.33,3.24
"Fossil",5.97,3.68
"Fossil",4.64,2.82
"Fossil",5.06,3.05
"Fossil",6.88,4.03
"Fossil",7.94,4.74
"Fossil",8.29,5.06
"Fossil",8.57,5.02
"Fossil",6.69,3.91
"Fossil",3.69,2.19
"Fossil",3.58,2.21
"Fossil",4.2,2.47
"Fossil",5.98,3.52
"Fossil",5.31,3.23
"Fossil",4.52,2.81
"Fossil",4.13,2.53
"Fossil",3.62,2.09
"Fossil",6.3,3.78
"Fossil",7.72,4.52
"Fossil",7.58,4.45
"Fossil",8.34,4.84
"Fossil",8.23,4.82
"Fossil",7.28,4.38
"Fossil",8.37,4.92
"Fossil",5.35,3.16
"Fossil",4.29,2.53
"Fossil",3.26,1.88
"Fossil",3.41,2.03
"Fossil",3.93,2.32
"Fossil",3.69,2.17
"Fossil",3.87,2.28
"Fossil",3.57,2.1
"Fossil",8.14,4.81
"Fossil",9.36,5.5
"Fossil",9.41,5.53
"Fossil",9.54,5.67
"Fossil",6.41,3.85
"Fossil",6.26,3.61
"Fossil",6.08,3.5
"Fossil",6.53,3.8
"Fossil",9.63,5.76
"Fossil",10.63,6.23
"Fossil",11.19,6.66
"Fossil",10.74,6.38
"Fossil",11.83,6.93
"Fossil",10.62,6.2
"Fossil",8.46,4.85
"Fossil",6.86,3.9
"Fossil",4.48,2.6
"Fossil",4.01,2.41
"Fossil",2.41,1.48
"Fossil",2.62,1.66
"Fossil",3.47,2.15
"Fossil",3.35,2.1
"Fossil",3.49,2.2
"Fossil",2.61,2.14
"Fossil",2.04,1.67
"Fossil",1.85,1.52
"Fossil",1.95,1.6
"Fossil",1.48,1.21
"Fossil",1.54,1.26
"Fossil",1.92,1.57
"Fossil",2.14,1.75
"Fossil",2.21,1.81
"Fossil",2.19,1.8
"Fossil",2.02,1.66
"Fossil",2.54,2.08
"Fossil",2.54,2.08
"Fossil",1.71,1.4
"Fossil",1.45,1.19
"Fossil",1.4,1.15
"Fossil",1.28,1.05
"Fossil",1.25,1.03
"Fossil",1.56,1.28
"Fossil",1.61,1.32
"Fossil",1.73,1.42
"Fossil",2.38,1.95
"Fossil",2.23,1.83
"Fossil",2.51,2.06
"Fossil",2.62,2.15
"Fossil",2.13,1.75
"Fossil",1.85,1.52
"Fossil",1.64,1.34
"Fossil",1.87,1.53
"Fossil",1.42,1.16
"Fossil",1.67,1.37
"Fossil",1.75,1.44
"Fossil",1.92,1.56
"Fossil",2.07,1.65
"Fossil",2.14,1.69
"Fossil",2.06,1.61
"Fossil",2.09,1.64
"Fossil",1.89,1.48
"Fossil",1.75,1.36
"Fossil",1.09,0.85
"Fossil",1.42,1.12
"Fossil",1.52,1.21
"Fossil",1.52,1.21
"Fossil",1.73,1.38
"Fossil",1.95,1.56
"Fossil",2.24,1.78
"Fossil",2.39,1.9
"Fossil",2.56,2.02
"Fossil",2.57,2.02
"Fossil",2.12,1.66
"Fossil",1.78,1.38
"Fossil",1.56,1.21
"Fossil",1.57,1.23
"Fossil",1.03,0.81
"Fossil",1.51,1.2
"Fossil",1.56,1.24
"Fossil",1.6,1.27
"Fossil",2,1.59
"Fossil",1.83,1.43
"Fossil",1.94,1.5
"Fossil",1.91,1.47
"Fossil",1.81,1.4
"Fossil",1.46,1.13
"Fossil",1.29,1.01
"Fossil",1.05,0.83
"Fossil",0.98,0.77
"Fossil",1.19,0.94
"Fossil",1.22,0.95
"Fossil",1.32,1.04
"Fossil",1.52,1.2
"Fossil",1.58,1.22
"Fossil",1.73,1.33
"Fossil",1.7,1.3
"Fossil",1.46,1.11
"Fossil",1.76,1.35
"Fossil",1.83,1.43
"Fossil",1.5,1.18
"Fossil",0.89,0.69
"Fossil",1.51,1.19
"Fossil",1.73,1.37
"Fossil",2.11,1.65
"Fossil",2.63,2.08
"Fossil",2.42,1.89
"Fossil",2.65,2.06
"Fossil",2.8,2.16
"Fossil",2.48,1.94
"Fossil",2.77,2.17
"Fossil",2.06,1.62
"Fossil",2.02,1.6
"Fossil",1.78,1.41
"Fossil",1.97,1.56
"Fossil",1.92,1.53
"Fossil",1.88,1.5
"Fossil",1.87,1.48
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0,0
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0,0
"Fossil",0.01,0.01
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",12.03,8.32
"Fossil",10.46,7.23
"Fossil",10.36,7.16
"Fossil",8.92,6.17
"Fossil",9.65,6.67
"Fossil",9.64,6.66
"Fossil",10.83,7.49
"Fossil",10.63,7.35
"Fossil",9.08,6.27
"Fossil",9.21,6.37
"Fossil",10.03,6.92
"Fossil",10.71,7.4
"Fossil",10.79,7.32
"Fossil",9.48,6.43
"Fossil",9.81,6.65
"Fossil",8.15,5.53
"Fossil",7.64,5.18
"Fossil",7.59,5.15
"Fossil",9.4,6.37
"Fossil",8.99,6.09
"Fossil",8.37,5.67
"Fossil",8.65,5.86
"Fossil",9.14,6.2
"Fossil",9.34,6.34
"Fossil",10.59,7.01
"Fossil",10.05,6.65
"Fossil",9.85,6.52
"Fossil",8.34,5.53
"Fossil",8.01,5.3
"Fossil",7.84,5.18
"Fossil",8.92,5.91
"Fossil",9.25,6.12
"Fossil",8.67,5.74
"Fossil",9.03,5.97
"Fossil",9.31,6.17
"Fossil",10.42,6.9
"Fossil",10.54,7.02
"Fossil",9.5,6.33
"Fossil",9.67,6.44
"Fossil",8.58,5.72
"Fossil",8.01,5.34
"Fossil",7.87,5.24
"Fossil",9.06,6.04
"Fossil",8.78,5.85
"Fossil",8.05,5.37
"Fossil",8.86,5.91
"Fossil",9.46,6.3
"Fossil",10.68,7.11
"Fossil",10.24,6.85
"Fossil",9.19,6.14
"Fossil",9.73,6.51
"Fossil",8.34,5.58
"Fossil",7.93,5.3
"Fossil",7.7,5.15
"Fossil",8.27,5.53
"Fossil",8.44,5.64
"Fossil",7.93,5.3
"Fossil",8.26,5.52
"Fossil",9.13,6.1
"Fossil",9.66,6.45
"Fossil",9.86,6.45
"Fossil",9.3,6.09
"Fossil",9.13,5.98
"Fossil",7.87,5.16
"Fossil",7.26,4.76
"Fossil",7.66,5.01
"Fossil",8.32,5.45
"Fossil",8.74,5.72
"Fossil",8.1,5.3
"Fossil",8.41,5.5
"Fossil",8.61,5.63
"Fossil",9.41,6.16
"Fossil",12.31,8.11
"Fossil",10.51,6.92
"Fossil",10.93,7.19
"Fossil",9.6,6.32
"Fossil",9.29,6.12
"Fossil",9.48,6.24
"Fossil",10.93,7.19
"Fossil",11.59,7.63
"Fossil",9.99,6.57
"Fossil",10.17,6.7
"Fossil",10.53,6.94
"Fossil",12.08,7.95
"Fossil",11.35,7.55
"Fossil",10.16,6.76
"Fossil",10.62,7.07
"Fossil",8.9,5.92
"Fossil",8.57,5.7
"Fossil",8.04,5.35
"Fossil",9.77,6.5
"Fossil",10.24,6.81
"Fossil",9.51,6.33
"Fossil",9.11,6.06
"Fossil",10.53,7.01
"Fossil",11.71,7.79
"Fossil",11.79,7.44
"Fossil",10.06,6.34
"Fossil",10.29,6.48
"Fossil",8.97,5.66
"Fossil",8.34,5.26
"Fossil",8.19,5.16
"Fossil",10.74,6.78
"Fossil",11.07,6.98
"Fossil",9.96,6.28
"Fossil",9.29,5.85
"Fossil",10.21,6.44
"Fossil",11.17,7.04
"Fossil",11.51,7.16
"Fossil",11.39,7.09
"Fossil",11.67,7.26
"Fossil",8.99,5.59
"Fossil",8.62,5.36
"Fossil",7.97,4.96
"Fossil",10.63,6.62
"Fossil",9.92,6.17
"Fossil",9.2,5.72
"Fossil",9.51,5.92
"Fossil",10.33,6.42
"Fossil",10.88,6.77
"Fossil",11.01,6.85
"Fossil",10.09,6.28
"Fossil",9.89,6.15
"Fossil",8.11,5.04
"Fossil",7.16,4.46
"Fossil",7.72,4.8
"Fossil",9.31,5.79
"Fossil",9.7,6.03
"Fossil",8.79,5.47
"Fossil",9.25,5.76
"Fossil",9.52,5.92
"Fossil",10.41,6.47
"Fossil",10.05,6.13
"Fossil",10.45,6.37
"Fossil",9.14,5.56
"Fossil",7.86,4.79
"Fossil",7.94,4.85
"Fossil",9.14,5.56
"Fossil",9.34,5.69
"Fossil",10.84,6.61
"Fossil",8.65,5.27
"Fossil",9.66,5.89
"Fossil",10.07,6.14
"Fossil",11.17,6.8
"Fossil",11.69,7.12
"Fossil",9.56,5.83
"Fossil",9.4,5.73
"Fossil",7.95,4.85
"Fossil",8.18,4.98
"Fossil",7.69,4.69
"Fossil",9.44,5.76
"Fossil",3.46,2.56
"Fossil",3.7,2.67
"Fossil",4.46,3.2
"Fossil",3.85,2.8
"Fossil",4.18,3.05
"Fossil",4.25,3.05
"Fossil",4.33,3.11
"Fossil",3.86,2.87
"Fossil",3.69,2.72
"Fossil",3.6,2.61
"Fossil",3.46,2.51
"Fossil",3.6,2.69
"Fossil",3.57,2.55
"Fossil",3.39,2.41
"Fossil",4.07,2.85
"Fossil",3.9,2.75
"Fossil",4.27,3.03
"Fossil",4.01,2.88
"Fossil",3.81,2.77
"Fossil",3.89,2.8
"Fossil",3.59,2.57
"Fossil",2.71,2.03
"Fossil",2.3,1.76
"Fossil",2.91,2.27
"Fossil",3.38,2.52
"Fossil",3.4,2.42
"Fossil",3.86,2.74
"Fossil",3.74,2.69
"Fossil",4.17,2.98
"Fossil",4.07,2.87
"Fossil",3.74,2.76
"Fossil",4.05,2.89
"Fossil",3.42,2.52
"Fossil",2.45,1.83
"Fossil",2.25,1.66
"Fossil",2.91,2.12
"Fossil",3.33,2.36
"Fossil",3.46,2.4
"Fossil",4.08,2.82
"Fossil",3.97,2.72
"Fossil",4.22,2.99
"Fossil",3.9,2.8
"Fossil",4.19,2.92
"Fossil",3.46,2.49
"Fossil",3.25,2.36
"Fossil",2.96,2.15
"Fossil",3.01,2.2
"Fossil",3.51,2.58
"Fossil",3.57,2.49
"Fossil",3.6,2.52
"Fossil",4.28,2.99
"Fossil",4.2,2.88
"Fossil",4.29,3
"Fossil",4.22,2.95
"Fossil",3.53,2.47
"Fossil",3.41,2.34
"Fossil",3.14,2.25
"Fossil",2.49,1.87
"Fossil",2.24,1.74
"Fossil",2.83,2.11
"Fossil",3.26,2.42
"Fossil",3.49,2.48
"Fossil",4.24,3
"Fossil",4.23,2.92
"Fossil",4.35,3.04
"Fossil",3.8,2.74
"Fossil",4.57,3.26
"Fossil",4.24,2.91
"Fossil",3.27,2.3
"Fossil",3.13,2.18
"Fossil",2.86,2.02
"Fossil",3.22,2.26
"Fossil",3.1,2.13
"Fossil",3.12,2.14
"Fossil",3.79,2.6
"Fossil",3.72,2.51
"Fossil",3.94,2.67
"Fossil",3.96,2.68
"Fossil",3.51,2.41
"Fossil",2.93,1.97
"Fossil",2.42,1.56
"Fossil",2.04,1.32
"Fossil",350.2,282.95
"Fossil",350.2,282.95
"Fossil",355.49,287.22
"Fossil",345.31,279
"Fossil",348.27,281.39
"Fossil",339.43,274.25
"Fossil",367.93,297.27
"Fossil",380.22,307.21
"Fossil",318.03,256.96
"Fossil",313.86,253.59
"Fossil",356.2,287.8
"Fossil",391.05,315.96
"Fossil",335.29,270.4
"Fossil",335.29,270.4
"Fossil",362.48,292.33
"Fossil",328.4,264.84
"Fossil",328.79,265.15
"Fossil",343.98,277.41
"Fossil",386.61,311.78
"Fossil",410.43,330.99
"Fossil",358.86,289.41
"Fossil",352.38,284.18
"Fossil",376.1,303.3
"Fossil",420.22,338.89
"Fossil",362.22,292.13
"Fossil",362.22,292.13
"Fossil",389.72,314.31
"Fossil",346.96,279.82
"Fossil",349.72,282.05
"Fossil",364.62,294.07
"Fossil",427.69,344.93
"Fossil",427.02,344.39
"Fossil",359.25,289.73
"Fossil",346.6,279.53
"Fossil",383.49,309.28
"Fossil",447.41,360.83
"Fossil",406.9,327.73
"Fossil",406.9,327.85
"Fossil",404.5,325.92
"Fossil",382.44,308.15
"Fossil",395.61,318.76
"Fossil",397.57,320.33
"Fossil",455.39,366.92
"Fossil",464.88,374.56
"Fossil",384.48,309.79
"Fossil",368.15,296.63
"Fossil",406.89,327.84
"Fossil",479.9,386.66
"Fossil",419.34,337.9
"Fossil",419.34,337.9
"Fossil",412.02,331.99
"Fossil",384.79,310.06
"Fossil",380.25,306.39
"Fossil",401.46,323.48
"Fossil",453.34,365.29
"Fossil",469.12,378
"Fossil",412.52,332.4
"Fossil",396.55,319.53
"Fossil",431.65,347.81
"Fossil",506.1,407.8
"Fossil",388.09,312.71
"Fossil",388.09,312.71
"Fossil",385.64,310.74
"Fossil",392.98,316.65
"Fossil",417.74,336.61
"Fossil",427.86,344.75
"Fossil",455.03,366.66
"Fossil",504.18,406.25
"Fossil",418.66,337.34
"Fossil",396.67,319.62
"Fossil",466.28,375.72
"Fossil",559.11,450.53
"Fossil",461.18,371.6
"Fossil",461.18,371.6
"Fossil",484.84,390.66
"Fossil",443.17,357.09
"Fossil",442.8,356.79
"Fossil",472.37,380.62
"Fossil",514.94,414.93
"Fossil",508.85,410.01
"Fossil",444.82,358.41
"Fossil",419.58,338.08
"Fossil",457.09,368.31
"Fossil",534.62,430.78
"Fossil",487.02,392.43
"Fossil",487.02,392.43
"Fossil",462.91,373
"Fossil",395.75,318.89
"Fossil",399.46,321.87
"Fossil",449.56,362.24
"Fossil",549,442.37
"Fossil",591.44,476.57
"Fossil",477.85,385.03
"Fossil",0,0
"Fossil",0.04,0.03
"Fossil",0.01,0.01
"Fossil",0.04,0.03
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0.01,0.01
"Fossil",0.01,0.01
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0.02,0.01
"Fossil",0.06,0.04
"Fossil",0.01,0.01
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0,0
"Fossil",0.49,0.29
"Fossil",0.32,0.2
"Fossil",0.27,0.18
"Fossil",0.22,0.15
"Fossil",0.19,0.14
"Fossil",0.18,0.13
"Fossil",0.28,0.18
"Fossil",0.35,0.21
"Fossil",0.31,0.19
"Fossil",0.47,0.27
"Fossil",0.35,0.21
"Fossil",0.28,0.17
"Fossil",0.37,0.21
"Fossil",0.43,0.26
"Fossil",0.26,0.14
"Fossil",0.07,0.03
"Fossil",0.21,0.1
"Fossil",0.32,0.19
"Fossil",0.39,0.24
"Fossil",0.38,0.23
"Fossil",0.37,0.22
"Fossil",0.39,0.24
"Fossil",0.44,0.26
"Fossil",0.45,0.27
"Fossil",0.43,0.26
"Fossil",0.34,0.21
"Fossil",0.38,0.23
"Fossil",0.19,0.1
"Fossil",0.08,0.04
"Fossil",0.24,0.16
"Fossil",0.38,0.23
"Fossil",0.37,0.22
"Fossil",0.36,0.22
"Fossil",0.46,0.27
"Fossil",0.47,0.27
"Fossil",0.33,0.2
"Fossil",0.4,0.24
"Fossil",0.43,0.26
"Fossil",0.36,0.2
"Fossil",0.25,0.14
"Fossil",0.33,0.21
"Fossil",0.37,0.22
"Fossil",0.48,0.28
"Fossil",0.47,0.27
"Fossil",0.37,0.22
"Fossil",0.48,0.28
"Fossil",0.39,0.27
"Fossil",0.33,0.23
"Fossil",0.3,0.21
"Fossil",0.27,0.19
"Fossil",0.3,0.21
"Fossil",0.36,0.25
"Fossil",0.52,0.36
"Fossil",0.48,0.34
"Fossil",0.41,0.29
"Fossil",0.33,0.23
"Fossil",0.29,0.2
"Fossil",0.34,0.24
"Fossil",0.36,0.25
"Fossil",0.3,0.21
"Fossil",0.29,0.2
"Fossil",0.28,0.2
"Fossil",0.35,0.24
"Fossil",0.39,0.27
"Fossil",0.49,0.34
"Fossil",0.48,0.34
"Fossil",0.42,0.29
"Fossil",0.35,0.24
"Fossil",0.3,0.21
"Fossil",0.34,0.24
"Fossil",0.39,0.27
"Fossil",0.32,0.22
"Fossil",0.31,0.22
"Fossil",0.28,0.2
"Fossil",0.32,0.22
"Fossil",0.4,0.28
"Fossil",0.49,0.34
"Fossil",0.5,0.35
"Fossil",0.42,0.29
"Fossil",0.34,0.24
"Fossil",0.29,0.2
"Fossil",0.34,0.24
"Fossil",0.38,0.27
"Fossil",0.35,0.24
"Fossil",0.28,0.2
"Fossil",0.21,0.15
"Fossil",0.26,0.18
"Fossil",0.29,0.2
"Fossil",0.45,0.32
"Fossil",0.45,0.32
"Fossil",0.44,0.31
"Fossil",0.34,0.24
"Fossil",0.3,0.21
"Fossil",0.34,0.24
"Fossil",0.34,0.24
"Fossil",0.29,0.2
"Fossil",0.28,0.2
"Fossil",0.24,0.17
"Fossil",0.28,0.2
"Fossil",0.34,0.24
"Fossil",0.51,0.36
"Fossil",0.52,0.36
"Fossil",0.38,0.27
"Fossil",0.31,0.22
"Fossil",0.28,0.2
"Fossil",0.35,0.24
"Fossil",0.41,0.29
"Fossil",0.33,0.23
"Fossil",0.37,0.26
"Fossil",0.24,0.17
"Fossil",0.28,0.2
"Fossil",0.34,0.24
"Fossil",0.47,0.33
"Fossil",3.9,3.1
"Fossil",3.86,3.07
"Fossil",4.03,3.23
"Fossil",3.6,2.89
"Fossil",2.9,2.32
"Fossil",2.83,2.27
"Fossil",3.11,2.5
"Fossil",2.98,2.38
"Fossil",2.92,2.34
"Fossil",3.69,2.92
"Fossil",3.76,2.97
"Fossil",3.88,3.1
"Fossil",4.23,3.35
"Fossil",3.71,2.95
"Fossil",3.92,3.13
"Fossil",3.28,2.62
"Fossil",3.11,2.49
"Fossil",3.14,2.5
"Fossil",3.12,2.48
"Fossil",3.18,2.49
"Fossil",3.72,2.88
"Fossil",4.25,3.29
"Fossil",4.29,3.36
"Fossil",4.41,3.42
"Fossil",4.8,3.76
"Fossil",4.14,3.26
"Fossil",4.07,3.22
"Fossil",3.85,3.07
"Fossil",3.14,2.5
"Fossil",2.81,2.19
"Fossil",2.7,2.07
"Fossil",3.04,2.37
"Fossil",3.54,2.81
"Fossil",3.78,3
"Fossil",4.1,3.21
"Fossil",3.8,2.99
"Fossil",3.88,3.06
"Fossil",3.78,2.97
"Fossil",4.32,3.43
"Fossil",2.97,2.36
"Fossil",3.07,2.45
"Fossil",3,2.38
"Fossil",3.4,2.67
"Fossil",3.35,2.61
"Fossil",3.42,2.69
"Fossil",3.89,3.05
"Fossil",4.17,3.25
"Fossil",4.18,3.26
"Fossil",4.46,3.45
"Fossil",3.89,3.03
"Fossil",3.71,2.92
"Fossil",3.3,2.58
"Fossil",3.01,2.37
"Fossil",2.65,2
"Fossil",2.73,2.04
"Fossil",3.17,2.41
"Fossil",3.47,2.64
"Fossil",3.72,2.82
"Fossil",3.78,2.89
"Fossil",3.85,3
"Fossil",4.25,3.25
"Fossil",3.57,2.71
"Fossil",3.4,2.61
"Fossil",2.5,1.9
"Fossil",2.23,1.67
"Fossil",2.48,1.84
"Fossil",2.34,1.69
"Fossil",2.62,1.97
"Fossil",2.57,2.05
"Fossil",3.1,2.43
"Fossil",3.97,3.04
"Fossil",3.79,2.88
"Fossil",4.24,3.24
"Fossil",3.5,2.66
"Fossil",3.56,2.67
"Fossil",3.04,2.23
"Fossil",2.11,1.62
"Fossil",2.33,1.72
"Fossil",2.8,2.12
"Fossil",2.59,2.02
"Fossil",2.74,2.11
"Fossil",3.58,2.78
"Fossil",4.14,3.16
"Fossil",4.26,3.25
"Fossil",4.04,3.09
"Fossil",3.14,2.42
"Fossil",3.98,3.05
"Fossil",2.67,2.08
"Fossil",2.55,1.96
"Fossil",2.89,2.22
"Fossil",2.82,2.2
"Fossil",3.11,2.4
"Fossil",3.05,2.37
"Fossil",2.97,2.3
"Fossil",1.83,1.3
"Fossil",1.69,1.19
"Fossil",1.51,1.06
"Fossil",1.21,0.86
"Fossil",0.91,0.63
"Fossil",0.82,0.61
"Fossil",0.54,0.39
"Fossil",0.65,0.46
"Fossil",0.64,0.46
"Fossil",0.97,0.66
"Fossil",1.28,0.89
"Fossil",1.25,0.89
"Fossil",1.85,1.29
"Fossil",1.44,1.02
"Fossil",1.66,1.19
"Fossil",1.29,0.9
"Fossil",0.9,0.65
"Fossil",0.78,0.57
"Fossil",0.88,0.66
"Fossil",0.91,0.68
"Fossil",0.89,0.67
"Fossil",1.45,1.04
"Fossil",1.74,1.23
"Fossil",1.64,1.15
"Fossil",1.22,0.89
"Fossil",1.15,0.84
"Fossil",1.25,0.91
"Fossil",0.81,0.58
"Fossil",0.6,0.43
"Fossil",0.36,0.25
"Fossil",0.49,0.35
"Fossil",0.5,0.36
"Fossil",0.6,0.44
"Fossil",0.68,0.5
"Fossil",0.91,0.65
"Fossil",0.99,0.71
"Fossil",1.21,0.85
"Fossil",1.42,1.01
"Fossil",1.65,1.22
"Fossil",0.99,0.72
"Fossil",0.57,0.41
"Fossil",0.41,0.28
"Fossil",0.64,0.47
"Fossil",0.44,0.3
"Fossil",0.49,0.34
"Fossil",0.75,0.53
"Fossil",0.93,0.65
"Fossil",1.23,0.88
"Fossil",1.34,0.96
"Fossil",0.98,0.68
"Fossil",0.88,0.61
"Fossil",0.65,0.46
"Fossil",0.46,0.31
"Fossil",0.28,0.19
"Fossil",0.33,0.21
"Fossil",0.43,0.29
"Fossil",0.43,0.29
"Fossil",0.54,0.36
"Fossil",0.78,0.54
"Fossil",0.88,0.62
"Fossil",0.85,0.6
"Fossil",0.81,0.59
"Fossil",0.8,0.58
"Fossil",0.53,0.37
"Fossil",0.52,0.37
"Fossil",0.44,0.31
"Fossil",0.45,0.32
"Fossil",0.44,0.32
"Fossil",0.39,0.27
"Fossil",0.46,0.32
"Fossil",0.61,0.42
"Fossil",0.91,0.64
"Fossil",1.31,0.93
"Fossil",1.1,0.78
"Fossil",1.01,0.73
"Fossil",0.83,0.58
"Fossil",0.65,0.44
"Fossil",0.61,0.45
"Fossil",0.66,0.49
"Fossil",0.53,0.39
"Fossil",0.71,0.53
"Fossil",0.65,0.46
"Fossil",0.91,0.64
"Fossil",1.28,0.92
"Fossil",1.06,0.76
