"Energy","Electricity_Generation","Power_Sector_Emissions"
"Other_Fossil",0.24,0.17
"Other_Fossil",0.29,0.2
"Other_Fossil",0.38,0.27
"Other_Fossil",0.42,0.29
"Other_Fossil",0.42,0.29
"Other_Fossil",0.39,0.27
"Other_Fossil",0.48,0.34
"Other_Fossil",0.6,0.42
"Other_Fossil",0.49,0.34
"Other_Fossil",0.41,0.29
"Other_Fossil",0.38,0.27
"Other_Fossil",0.39,0.27
"Other_Fossil",0.38,0.27
"Other_Fossil",0.4,0.28
"Other_Fossil",0.4,0.28
"Other_Fossil",0.4,0.28
"Other_Fossil",0.4,0.28
"Other_Fossil",0.44,0.31
"Other_Fossil",0.53,0.37
"Other_Fossil",0.41,0.29
"Other_Fossil",0.34,0.24
"Other_Fossil",0.63,0.44
"Other_Fossil",0.62,0.43
"Other_Fossil",0.51,0.36
"Other_Fossil",0.51,0.36
"Other_Fossil",0.45,0.32
"Other_Fossil",0.37,0.26
"Other_Fossil",0.38,0.27
"Other_Fossil",0.44,0.31
"Other_Fossil",1.81,1.27
"Other_Fossil",1.62,1.13
"Other_Fossil",1.79,1.25
"Other_Fossil",1.76,1.23
"Other_Fossil",1.92,1.34
"Other_Fossil",1.92,1.34
"Other_Fossil",2.24,1.57
"Other_Fossil",2.27,1.59
"Other_Fossil",2.08,1.46
"Other_Fossil",2.04,1.43
"Other_Fossil",1.81,1.27
"Other_Fossil",1.89,1.32
"Other_Fossil",1.64,1.15
"Other_Fossil",1.49,1.04
"Other_Fossil",1.68,1.18
"Other_Fossil",1.66,1.16
"Other_Fossil",1.83,1.28
"Other_Fossil",1.94,1.36
"Other_Fossil",1.94,1.36
"Other_Fossil",1.94,1.36
"Other_Fossil",1.95,1.37
"Other_Fossil",1.95,1.37
"Other_Fossil",1.71,1.2
"Other_Fossil",1.75,1.23
"Other_Fossil",1.45,1.02
"Other_Fossil",1.25,0.88
"Other_Fossil",1.44,1.01
"Other_Fossil",1.41,0.99
"Other_Fossil",1.57,1.1
"Other_Fossil",1.57,1.1
"Other_Fossil",1.84,1.29
"Other_Fossil",1.87,1.31
"Other_Fossil",1.73,1.21
"Other_Fossil",1.63,1.14
"Other_Fossil",1.44,1.01
"Other_Fossil",1.55,1.09
"Other_Fossil",1.79,1.25
"Other_Fossil",1.67,1.17
"Other_Fossil",1.78,1.25
"Other_Fossil",1.75,1.23
"Other_Fossil",1.95,1.37
"Other_Fossil",2.08,1.46
"Other_Fossil",2.28,1.6
"Other_Fossil",2.28,1.6
"Other_Fossil",2.28,1.6
"Other_Fossil",1.99,1.39
"Other_Fossil",1.81,1.27
"Other_Fossil",1.83,1.28
"Other_Fossil",2.29,1.6
"Other_Fossil",2.06,1.44
"Other_Fossil",2.28,1.6
"Other_Fossil",2.26,1.58
"Other_Fossil",2.53,1.77
"Other_Fossil",2.62,1.83
"Other_Fossil",2.79,1.95
"Other_Fossil",2.79,1.95
"Other_Fossil",2.63,1.84
"Other_Fossil",2.39,1.67
"Other_Fossil",2.3,1.61
"Other_Fossil",2.4,1.68
"Other_Fossil",2.68,1.88
"Other_Fossil",2.44,1.71
"Other_Fossil",2.66,1.86
"Other_Fossil",2.66,1.86
"Other_Fossil",2.92,2.04
"Other_Fossil",3.02,2.11
"Other_Fossil",3.25,2.28
"Other_Fossil",3.27,2.29
"Other_Fossil",3.1,2.17
"Other_Fossil",2.86,2
"Other_Fossil",2.68,1.88
"Other_Fossil",2.77,1.94
"Other_Fossil",2.97,2.08
"Other_Fossil",2.7,1.89
"Other_Fossil",2.98,2.09
"Other_Fossil",2.93,2.05
"Other_Fossil",2.93,2.05
"Other_Fossil",2.93,2.05
"Other_Fossil",3.72,2.6
"Other_Fossil",4.03,2.82
"Other_Fossil",3.39,2.37
"Other_Fossil",2.98,2.09
"Other_Fossil",2.98,2.09
"Other_Fossil",3.05,2.14
"Other_Fossil",2.73,1.91
"Other_Fossil",2.55,1.78
"Other_Fossil",2.71,1.9
"Other_Fossil",2.78,1.95
"Other_Fossil",3.07,2.15
"Other_Fossil",3.39,2.37
"Other_Fossil",3.53,2.47
"Other_Fossil",3.61,2.53
"Other_Fossil",3.05,2.14
"Other_Fossil",3.05,2.14
"Other_Fossil",2.69,1.88
"Other_Fossil",2.77,1.94
"Other_Fossil",2.11,1.48
"Other_Fossil",2.11,1.48
"Other_Fossil",2.11,1.48
"Other_Fossil",1.89,1.32
"Other_Fossil",2.33,1.63
"Other_Fossil",2.33,1.63
"Other_Fossil",2.33,1.63
"Other_Fossil",2.65,1.86
"Other_Fossil",2.65,1.86
"Other_Fossil",2.25,1.58
"Other_Fossil",2.03,1.42
"Other_Fossil",2.11,1.48
"Other_Fossil",1.75,1.23
"Other_Fossil",1.58,1.11
"Other_Fossil",1.76,1.23
"Other_Fossil",1.76,1.23
"Other_Fossil",2.08,1.46
"Other_Fossil",2.13,1.49
"Other_Fossil",2.33,1.63
"Other_Fossil",2.32,1.62
"Other_Fossil",2.15,1.51
"Other_Fossil",1.95,1.37
"Other_Fossil",1.7,1.19
"Other_Fossil",1.74,1.22
"Other_Fossil",1.92,1.34
"Other_Fossil",1.92,1.34
"Other_Fossil",1.92,1.34
"Other_Fossil",1.88,1.32
"Other_Fossil",2.24,1.57
"Other_Fossil",2.35,1.65
"Other_Fossil",2.61,1.83
"Other_Fossil",2.54,1.78
"Other_Fossil",2.54,1.78
"Other_Fossil",2.54,1.78
"Other_Fossil",1.87,1.31
"Other_Fossil",1.84,1.29
"Other_Fossil",1.84,1.29
"Other_Fossil",1.84,1.29
"Other_Fossil",1.84,1.29
"Other_Fossil",1.8,1.26
"Other_Fossil",1.8,1.26
"Other_Fossil",1.8,1.26
"Other_Fossil",2.48,1.74
"Other_Fossil",2.54,1.78
"Other_Fossil",2.49,1.74
"Other_Fossil",2.26,1.58
"Other_Fossil",1.86,1.3
"Other_Fossil",1.92,1.34
"Other_Fossil",1.93,1.35
"Other_Fossil",1.78,1.25
"Other_Fossil",2,1.4
"Other_Fossil",2,1.4
"Other_Fossil",2.32,1.62
"Other_Fossil",2.4,1.68
"Other_Fossil",2.64,1.85
"Other_Fossil",2.64,1.85
"Other_Fossil",2.47,1.73
"Other_Fossil",2.19,1.53
"Other_Fossil",2.19,1.53
"Other_Fossil",2.02,1.41
"Other_Fossil",2.06,1.44
"Other_Fossil",2.06,1.44
"Other_Fossil",2.09,1.46
"Other_Fossil",0.09,0.06
"Other_Fossil",0.17,0.12
"Other_Fossil",0.14,0.1
"Other_Fossil",0.16,0.11
"Other_Fossil",0.14,0.1
"Other_Fossil",0.13,0.09
"Other_Fossil",0.2,0.14
"Other_Fossil",0.2,0.14
"Other_Fossil",0.14,0.1
"Other_Fossil",0.06,0.04
"Other_Fossil",0.1,0.07
"Other_Fossil",0.07,0.05
"Other_Fossil",0.08,0.06
"Other_Fossil",0.1,0.07
"Other_Fossil",0.11,0.08
"Other_Fossil",0.12,0.08
"Other_Fossil",0.1,0.07
"Other_Fossil",0.05,0.04
"Other_Fossil",0.08,0.06
"Other_Fossil",0.06,0.04
"Other_Fossil",0.05,0.04
"Other_Fossil",0.07,0.05
"Other_Fossil",0.04,0.03
"Other_Fossil",0.02,0.01
"Other_Fossil",0.02,0.01
"Other_Fossil",0.03,0.02
"Other_Fossil",0.05,0.04
"Other_Fossil",0.1,0.07
"Other_Fossil",0.12,0.08
"Other_Fossil",0.09,0.06
"Other_Fossil",0.07,0.05
"Other_Fossil",0.04,0.03
"Other_Fossil",0.05,0.04
"Other_Fossil",0.1,0.07
"Other_Fossil",0.08,0.06
"Other_Fossil",0.1,0.07
"Other_Fossil",0.08,0.06
"Other_Fossil",0.09,0.06
"Other_Fossil",0.12,0.08
"Other_Fossil",0.12,0.08
"Other_Fossil",0.04,0.03
"Other_Fossil",0,0
"Other_Fossil",0.01,0.01
"Other_Fossil",0,0
"Other_Fossil",0,0
"Other_Fossil",0.82,0.57
"Other_Fossil",0.81,0.57
"Other_Fossil",0.59,0.41
"Other_Fossil",0.55,0.39
"Other_Fossil",0.66,0.46
"Other_Fossil",0.42,0.29
"Other_Fossil",0.47,0.33
"Other_Fossil",0.58,0.41
"Other_Fossil",0.7,0.49
"Other_Fossil",0.67,0.47
"Other_Fossil",0.65,0.46
"Other_Fossil",0.63,0.44
"Other_Fossil",0.93,0.65
"Other_Fossil",0.61,0.43
"Other_Fossil",0.56,0.39
"Other_Fossil",0.62,0.43
"Other_Fossil",0.53,0.37
"Other_Fossil",0.57,0.4
"Other_Fossil",0.76,0.53
"Other_Fossil",0.89,0.62
"Other_Fossil",0.86,0.6
"Other_Fossil",0.92,0.64
"Other_Fossil",0.94,0.66
"Other_Fossil",0.8,0.56
"Other_Fossil",1,0.7
"Other_Fossil",0.86,0.6
"Other_Fossil",0.89,0.62
"Other_Fossil",0.75,0.53
"Other_Fossil",0.91,0.64
"Other_Fossil",0.77,0.54
"Other_Fossil",0.67,0.47
"Other_Fossil",0.75,0.53
"Other_Fossil",0.7,0.49
"Other_Fossil",0.81,0.57
"Other_Fossil",0.81,0.57
"Other_Fossil",0.71,0.5
"Other_Fossil",0.87,0.61
"Other_Fossil",0.82,0.57
"Other_Fossil",1.02,0.71
"Other_Fossil",0.84,0.59
"Other_Fossil",0.61,0.43
"Other_Fossil",0.59,0.41
"Other_Fossil",0.69,0.48
"Other_Fossil",0.79,0.55
"Other_Fossil",0.64,0.45
"Other_Fossil",0.63,0.44
"Other_Fossil",0.76,0.53
"Other_Fossil",0.58,0.41
"Other_Fossil",0.89,0.62
"Other_Fossil",0.51,0.36
"Other_Fossil",0.49,0.34
"Other_Fossil",0.46,0.32
"Other_Fossil",0.35,0.24
"Other_Fossil",0.2,0.14
"Other_Fossil",0.2,0.14
"Other_Fossil",0.28,0.2
"Other_Fossil",0.33,0.23
"Other_Fossil",0.29,0.2
"Other_Fossil",0.37,0.26
"Other_Fossil",0.27,0.19
"Other_Fossil",0.21,0.15
"Other_Fossil",0.17,0.12
"Other_Fossil",0.21,0.15
"Other_Fossil",0.12,0.08
"Other_Fossil",0.13,0.09
"Other_Fossil",0.2,0.14
"Other_Fossil",0.19,0.13
"Other_Fossil",0.4,0.28
"Other_Fossil",0.31,0.22
"Other_Fossil",0.29,0.2
"Other_Fossil",0.27,0.19
"Other_Fossil",0.3,0.21
"Other_Fossil",0.4,0.28
"Other_Fossil",0.42,0.29
"Other_Fossil",0.19,0.13
"Other_Fossil",0.21,0.15
"Other_Fossil",0.22,0.15
"Other_Fossil",0.31,0.22
"Other_Fossil",0.34,0.24
"Other_Fossil",0.28,0.2
"Other_Fossil",0.41,0.29
"Other_Fossil",0.38,0.27
"Other_Fossil",0.48,0.34
"Other_Fossil",0.64,0.45
"Other_Fossil",0.51,0.36
"Other_Fossil",0.31,0.22
"Other_Fossil",0.51,0.36
"Other_Fossil",0.28,0.2
"Other_Fossil",0.35,0.24
"Other_Fossil",0.33,0.23
"Other_Fossil",0.29,0.2
"Other_Fossil",0.27,0.19
"Other_Fossil",0.38,0.27
"Other_Fossil",0.4,0.28
"Other_Fossil",7.28,5.1
"Other_Fossil",6.76,4.73
"Other_Fossil",6.72,4.7
"Other_Fossil",6.38,4.46
"Other_Fossil",6.87,4.81
"Other_Fossil",6.48,4.53
"Other_Fossil",6.78,4.75
"Other_Fossil",7.26,5.08
"Other_Fossil",7.54,5.28
"Other_Fossil",7.82,5.47
"Other_Fossil",7.79,5.46
"Other_Fossil",8.68,6.07
"Other_Fossil",7.05,4.93
"Other_Fossil",6.26,4.38
"Other_Fossil",6.14,4.3
"Other_Fossil",5.49,3.85
"Other_Fossil",5.68,3.97
"Other_Fossil",5.47,3.83
"Other_Fossil",6,4.2
"Other_Fossil",6.44,4.51
"Other_Fossil",5.98,4.19
"Other_Fossil",6.24,4.37
"Other_Fossil",6.85,4.8
"Other_Fossil",6.98,4.89
"Other_Fossil",8.4,5.88
"Other_Fossil",7.27,5.09
"Other_Fossil",7.47,5.23
"Other_Fossil",6.54,4.58
"Other_Fossil",6.41,4.49
"Other_Fossil",6.27,4.39
"Other_Fossil",6.54,4.58
"Other_Fossil",6.51,4.56
"Other_Fossil",5.94,4.16
"Other_Fossil",6.33,4.43
"Other_Fossil",6.7,4.69
"Other_Fossil",6.8,4.76
"Other_Fossil",7.36,5.15
"Other_Fossil",6.94,4.85
"Other_Fossil",7.46,5.22
"Other_Fossil",6.34,4.44
"Other_Fossil",6.3,4.41
"Other_Fossil",5.98,4.19
"Other_Fossil",6.49,4.55
"Other_Fossil",6.61,4.63
"Other_Fossil",6.29,4.41
"Other_Fossil",6.35,4.45
"Other_Fossil",6.39,4.48
"Other_Fossil",6.57,4.6
"Other_Fossil",7.13,4.99
"Other_Fossil",6.24,4.37
"Other_Fossil",6.56,4.59
"Other_Fossil",5.99,4.19
"Other_Fossil",5.68,3.98
"Other_Fossil",5.3,3.71
"Other_Fossil",5.67,3.97
"Other_Fossil",5.9,4.13
"Other_Fossil",6.02,4.21
"Other_Fossil",6.23,4.36
"Other_Fossil",6.24,4.37
"Other_Fossil",6.4,4.48
"Other_Fossil",6.32,4.42
"Other_Fossil",5.97,4.18
"Other_Fossil",5.99,4.19
"Other_Fossil",5.41,3.79
"Other_Fossil",5.29,3.7
"Other_Fossil",5.11,3.58
"Other_Fossil",5.29,3.7
"Other_Fossil",5.8,4.06
"Other_Fossil",5.81,4.07
"Other_Fossil",5.58,3.91
"Other_Fossil",5.93,4.15
"Other_Fossil",6.18,4.33
"Other_Fossil",6.72,4.7
"Other_Fossil",5.67,3.97
"Other_Fossil",5.7,3.99
"Other_Fossil",5.37,3.76
"Other_Fossil",5.42,3.79
"Other_Fossil",4.9,3.43
"Other_Fossil",5.62,3.93
"Other_Fossil",5.76,4.03
"Other_Fossil",5.3,3.71
"Other_Fossil",5.67,3.97
"Other_Fossil",6.2,4.34
"Other_Fossil",6.93,4.85
"Other_Fossil",6.69,4.68
"Other_Fossil",5.46,3.82
"Other_Fossil",6.31,4.42
"Other_Fossil",4.99,3.49
"Other_Fossil",4.56,3.19
"Other_Fossil",4.53,3.17
"Other_Fossil",4.92,3.44
"Other_Fossil",4.69,3.28
"Other_Fossil",4.78,3.35
"Other_Fossil",4.97,3.48
"Other_Fossil",8.17,5.72
"Other_Fossil",7.59,5.31
"Other_Fossil",7.59,5.31
"Other_Fossil",7.19,5.04
"Other_Fossil",7.77,5.44
"Other_Fossil",7.32,5.12
"Other_Fossil",7.63,5.34
"Other_Fossil",8.23,5.76
"Other_Fossil",8.54,5.98
"Other_Fossil",8.88,6.21
"Other_Fossil",8.82,6.18
"Other_Fossil",9.77,6.84
"Other_Fossil",8.06,5.64
"Other_Fossil",7.19,5.03
"Other_Fossil",7.07,4.95
"Other_Fossil",6.32,4.42
"Other_Fossil",6.52,4.57
"Other_Fossil",6.29,4.4
"Other_Fossil",6.89,4.82
"Other_Fossil",7.37,5.16
"Other_Fossil",6.8,4.76
"Other_Fossil",7.09,4.96
"Other_Fossil",7.82,5.47
"Other_Fossil",8,5.6
"Other_Fossil",9.23,6.46
"Other_Fossil",7.96,5.57
"Other_Fossil",8.15,5.71
"Other_Fossil",7.12,4.99
"Other_Fossil",7.01,4.91
"Other_Fossil",6.82,4.77
"Other_Fossil",7.14,5
"Other_Fossil",7.12,4.99
"Other_Fossil",6.56,4.59
"Other_Fossil",6.94,4.86
"Other_Fossil",7.38,5.17
"Other_Fossil",7.49,5.24
"Other_Fossil",8.05,5.64
"Other_Fossil",7.59,5.31
"Other_Fossil",8.14,5.7
"Other_Fossil",7.04,4.93
"Other_Fossil",7.1,4.97
"Other_Fossil",6.69,4.68
"Other_Fossil",7.2,5.04
"Other_Fossil",7.27,5.09
"Other_Fossil",6.92,4.85
"Other_Fossil",7.02,4.91
"Other_Fossil",7.02,4.91
"Other_Fossil",7.35,5.14
"Other_Fossil",8.46,5.92
"Other_Fossil",7.3,5.11
"Other_Fossil",7.61,5.33
"Other_Fossil",6.87,4.81
"Other_Fossil",6.48,4.53
"Other_Fossil",6.08,4.25
"Other_Fossil",6.37,4.46
"Other_Fossil",6.61,4.62
"Other_Fossil",6.74,4.72
"Other_Fossil",7.05,4.93
"Other_Fossil",7.14,5
"Other_Fossil",7.45,5.21
"Other_Fossil",7.41,5.19
"Other_Fossil",6.99,4.89
"Other_Fossil",6.95,4.87
"Other_Fossil",6.24,4.37
"Other_Fossil",6,4.2
"Other_Fossil",5.79,4.05
"Other_Fossil",6.07,4.25
"Other_Fossil",6.62,4.63
"Other_Fossil",6.6,4.62
"Other_Fossil",6.42,4.49
"Other_Fossil",6.89,4.82
"Other_Fossil",7.31,5.12
"Other_Fossil",7.87,5.51
"Other_Fossil",6.71,4.7
"Other_Fossil",6.74,4.72
"Other_Fossil",6.24,4.37
"Other_Fossil",6.18,4.32
"Other_Fossil",5.64,3.95
"Other_Fossil",6.47,4.53
"Other_Fossil",6.66,4.66
"Other_Fossil",6.22,4.35
"Other_Fossil",6.66,4.66
"Other_Fossil",7.31,5.12
"Other_Fossil",8.09,5.67
"Other_Fossil",7.83,5.48
"Other_Fossil",6.5,4.55
"Other_Fossil",7.38,5.17
"Other_Fossil",5.93,4.15
"Other_Fossil",5.45,3.81
"Other_Fossil",5.4,3.78
"Other_Fossil",5.88,4.11
"Other_Fossil",5.72,4
"Other_Fossil",5.74,4.02
"Other_Fossil",6.01,4.21
"Other_Fossil",0.59,0.41
"Other_Fossil",0.74,0.52
"Other_Fossil",0.63,0.44
"Other_Fossil",0.43,0.3
"Other_Fossil",0.38,0.27
"Other_Fossil",0.18,0.13
"Other_Fossil",0.21,0.15
"Other_Fossil",0.24,0.17
"Other_Fossil",0.23,0.16
"Other_Fossil",0.38,0.27
"Other_Fossil",0.48,0.34
"Other_Fossil",0.49,0.34
"Other_Fossil",0.58,0.41
"Other_Fossil",0.68,0.48
"Other_Fossil",0.79,0.55
"Other_Fossil",0.51,0.36
"Other_Fossil",0.32,0.22
"Other_Fossil",0.26,0.18
"Other_Fossil",0.41,0.29
"Other_Fossil",0.38,0.27
"Other_Fossil",0.41,0.29
"Other_Fossil",0.43,0.3
"Other_Fossil",0.51,0.36
"Other_Fossil",0.64,0.45
"Other_Fossil",0.78,0.55
"Other_Fossil",0.51,0.36
"Other_Fossil",0.45,0.32
"Other_Fossil",0.37,0.26
"Other_Fossil",0.28,0.2
"Other_Fossil",0.17,0.12
"Other_Fossil",0.2,0.14
"Other_Fossil",0.23,0.16
"Other_Fossil",0.41,0.29
"Other_Fossil",0.51,0.36
"Other_Fossil",0.47,0.33
"Other_Fossil",0.45,0.32
"Other_Fossil",0.42,0.29
"Other_Fossil",0.45,0.32
"Other_Fossil",0.38,0.27
"Other_Fossil",0.34,0.24
"Other_Fossil",0.25,0.18
"Other_Fossil",0.19,0.13
"Other_Fossil",0.09,0.06
"Other_Fossil",0.19,0.13
"Other_Fossil",0.23,0.16
"Other_Fossil",0.34,0.24
"Other_Fossil",0.29,0.2
"Other_Fossil",0.4,0.28
"Other_Fossil",0.57,0.4
"Other_Fossil",0.6,0.42
"Other_Fossil",0.41,0.29
"Other_Fossil",0.31,0.22
"Other_Fossil",0.29,0.2
"Other_Fossil",0.16,0.11
"Other_Fossil",0.13,0.09
"Other_Fossil",0.25,0.18
"Other_Fossil",0.27,0.19
"Other_Fossil",0.27,0.19
"Other_Fossil",0.46,0.32
"Other_Fossil",0.73,0.51
"Other_Fossil",0.63,0.44
"Other_Fossil",0.51,0.36
"Other_Fossil",0.48,0.34
"Other_Fossil",0.39,0.27
"Other_Fossil",0.41,0.29
"Other_Fossil",0.28,0.2
"Other_Fossil",0.19,0.13
"Other_Fossil",0.22,0.15
"Other_Fossil",0.18,0.13
"Other_Fossil",0.27,0.19
"Other_Fossil",0.42,0.29
"Other_Fossil",0.42,0.29
"Other_Fossil",0.44,0.31
"Other_Fossil",0.32,0.22
"Other_Fossil",0.31,0.22
"Other_Fossil",0.26,0.18
"Other_Fossil",0.27,0.19
"Other_Fossil",0.28,0.2
"Other_Fossil",0.27,0.19
"Other_Fossil",0.41,0.29
"Other_Fossil",0.35,0.24
"Other_Fossil",0.28,0.2
"Other_Fossil",0.36,0.25
"Other_Fossil",0.3,0.21
"Other_Fossil",0.28,0.2
"Other_Fossil",0.18,0.13
"Other_Fossil",0.26,0.18
"Other_Fossil",0.24,0.17
"Other_Fossil",0.31,0.22
"Other_Fossil",0.29,0.2
"Other_Fossil",0.33,0.23
"Other_Fossil",0.42,0.29
"Other_Fossil",0.58,0.41
"Other_Fossil",0.47,0.33
"Other_Fossil",0.93,0.65
"Other_Fossil",0.43,0.3
"Other_Fossil",0.38,0.27
"Other_Fossil",0.26,0.18
"Other_Fossil",0.28,0.2
"Other_Fossil",0.3,0.21
"Other_Fossil",0.3,0.21
"Other_Fossil",0.28,0.2
"Other_Fossil",0.29,0.2
"Other_Fossil",0.29,0.2
"Other_Fossil",0.4,0.28
"Other_Fossil",0.39,0.27
"Other_Fossil",0.35,0.24
"Other_Fossil",0.41,0.29
"Other_Fossil",0.39,0.27
"Other_Fossil",0.28,0.2
"Other_Fossil",0.29,0.2
"Other_Fossil",0.29,0.2
"Other_Fossil",0.31,0.22
"Other_Fossil",0.31,0.22
"Other_Fossil",0.27,0.19
"Other_Fossil",0.29,0.2
"Other_Fossil",0.38,0.27
"Other_Fossil",0.35,0.24
"Other_Fossil",0.38,0.27
"Other_Fossil",0.31,0.22
"Other_Fossil",0.3,0.21
"Other_Fossil",0.23,0.16
"Other_Fossil",0.24,0.17
"Other_Fossil",0.24,0.17
"Other_Fossil",0.27,0.19
"Other_Fossil",0.26,0.18
"Other_Fossil",0.25,0.18
"Other_Fossil",0.26,0.18
"Other_Fossil",0.32,0.22
"Other_Fossil",0.32,0.22
"Other_Fossil",0.32,0.22
"Other_Fossil",0.31,0.22
"Other_Fossil",0.29,0.2
"Other_Fossil",0.22,0.15
"Other_Fossil",0.23,0.16
"Other_Fossil",0.23,0.16
"Other_Fossil",0.29,0.2
"Other_Fossil",0.25,0.18
"Other_Fossil",0.25,0.18
"Other_Fossil",0.24,0.17
"Other_Fossil",0.31,0.22
"Other_Fossil",0.33,0.23
"Other_Fossil",0.35,0.24
"Other_Fossil",0.35,0.24
"Other_Fossil",0.32,0.22
"Other_Fossil",0.22,0.15
"Other_Fossil",0.24,0.17
"Other_Fossil",0.23,0.16
"Other_Fossil",0.26,0.18
"Other_Fossil",0.24,0.17
"Other_Fossil",0.23,0.16
"Other_Fossil",0.27,0.19
"Other_Fossil",0.4,0.28
"Other_Fossil",0.32,0.22
"Other_Fossil",0.36,0.25
"Other_Fossil",0.32,0.22
"Other_Fossil",0.35,0.24
"Other_Fossil",0.22,0.15
"Other_Fossil",0.23,0.16
"Other_Fossil",0.27,0.19
"Other_Fossil",0.31,0.22
"Other_Fossil",0.22,0.15
"Other_Fossil",0.22,0.15
"Other_Fossil",0.21,0.15
"Other_Fossil",38.45,26.91
"Other_Fossil",34.39,24.07
"Other_Fossil",35.48,24.84
"Other_Fossil",32.05,22.43
"Other_Fossil",31.6,22.12
"Other_Fossil",30.97,21.68
"Other_Fossil",33.94,23.76
"Other_Fossil",35.89,25.12
"Other_Fossil",33.53,23.47
"Other_Fossil",33.2,23.24
"Other_Fossil",32.92,23.04
"Other_Fossil",35.87,25.11
"Other_Fossil",33.77,23.64
"Other_Fossil",30.39,21.27
"Other_Fossil",30.65,21.45
"Other_Fossil",26.7,18.69
"Other_Fossil",26.87,18.81
"Other_Fossil",28.13,19.69
"Other_Fossil",30.6,21.42
"Other_Fossil",32.74,22.92
"Other_Fossil",30.53,21.37
"Other_Fossil",29.3,20.51
"Other_Fossil",31.29,21.9
"Other_Fossil",35.82,25.08
"Other_Fossil",39.1,27.37
"Other_Fossil",32.22,22.56
"Other_Fossil",30.92,21.64
"Other_Fossil",28.62,20.03
"Other_Fossil",29.27,20.49
"Other_Fossil",31.55,22.09
"Other_Fossil",33.96,23.77
"Other_Fossil",34.77,24.34
"Other_Fossil",32.22,22.56
"Other_Fossil",33.21,23.25
"Other_Fossil",33.94,23.76
"Other_Fossil",37.77,26.44
"Other_Fossil",44.11,30.88
"Other_Fossil",35.8,25.06
"Other_Fossil",35.53,24.87
"Other_Fossil",31.1,21.77
"Other_Fossil",30.61,21.43
"Other_Fossil",30.75,21.52
"Other_Fossil",33.69,23.58
"Other_Fossil",33.06,23.14
"Other_Fossil",30.92,21.64
"Other_Fossil",11.49,8.04
"Other_Fossil",10.27,7.19
"Other_Fossil",10.1,7.07
"Other_Fossil",9.1,6.37
"Other_Fossil",8.83,6.18
"Other_Fossil",9.03,6.32
"Other_Fossil",10.67,7.47
"Other_Fossil",11.32,7.92
"Other_Fossil",10.28,7.2
"Other_Fossil",8.92,6.24
"Other_Fossil",9.09,6.36
"Other_Fossil",10.28,7.2
"Other_Fossil",10.68,7.48
"Other_Fossil",9.37,6.56
"Other_Fossil",9.16,6.41
"Other_Fossil",7.9,5.53
"Other_Fossil",7.89,5.52
"Other_Fossil",8.34,5.84
"Other_Fossil",9.23,6.46
"Other_Fossil",9.99,6.99
"Other_Fossil",9.27,6.49
"Other_Fossil",8.61,6.03
"Other_Fossil",8.88,6.22
"Other_Fossil",11.28,7.9
"Other_Fossil",12.71,8.9
"Other_Fossil",9.98,6.99
"Other_Fossil",8.86,6.2
"Other_Fossil",8.07,5.65
"Other_Fossil",8.38,5.87
"Other_Fossil",8.32,5.82
"Other_Fossil",9.48,6.64
"Other_Fossil",10.09,7.06
"Other_Fossil",9.17,6.42
"Other_Fossil",9.49,6.64
"Other_Fossil",10.17,7.12
"Other_Fossil",12.25,8.58
"Other_Fossil",15.08,10.56
"Other_Fossil",11.56,8.09
"Other_Fossil",10.88,7.62
"Other_Fossil",8.79,6.15
"Other_Fossil",8.15,5.71
"Other_Fossil",8.6,6.02
"Other_Fossil",10.27,7.19
"Other_Fossil",9.87,6.91
"Other_Fossil",9.29,6.5
"Other_Fossil",1.75,1.23
"Other_Fossil",1.62,1.13
"Other_Fossil",1.51,1.06
"Other_Fossil",1.25,0.88
"Other_Fossil",1.18,0.83
"Other_Fossil",1.31,0.92
"Other_Fossil",1.35,0.95
"Other_Fossil",1.7,1.19
"Other_Fossil",1.86,1.3
"Other_Fossil",1.85,1.3
"Other_Fossil",2.48,1.74
"Other_Fossil",2.63,1.84
"Other_Fossil",1.91,1.34
"Other_Fossil",1.85,1.3
"Other_Fossil",1.7,1.19
"Other_Fossil",1.38,0.97
"Other_Fossil",1.6,1.12
"Other_Fossil",1.43,1
"Other_Fossil",1.62,1.13
"Other_Fossil",1.77,1.24
"Other_Fossil",1.46,1.02
"Other_Fossil",1.62,1.13
"Other_Fossil",1.85,1.3
"Other_Fossil",2.07,1.45
"Other_Fossil",2.07,1.45
"Other_Fossil",1.91,1.34
"Other_Fossil",2.01,1.41
"Other_Fossil",1.86,1.3
"Other_Fossil",1.72,1.2
"Other_Fossil",1.68,1.18
"Other_Fossil",1.64,1.15
"Other_Fossil",1.46,1.02
"Other_Fossil",1.27,0.89
"Other_Fossil",1.42,0.99
"Other_Fossil",1.46,1.02
"Other_Fossil",1.54,1.08
"Other_Fossil",1.67,1.17
"Other_Fossil",1.62,1.13
"Other_Fossil",1.67,1.17
"Other_Fossil",1.57,1.1
"Other_Fossil",1.64,1.15
"Other_Fossil",1.65,1.16
"Other_Fossil",1.76,1.23
"Other_Fossil",1.76,1.23
"Other_Fossil",1.6,1.12
"Other_Fossil",1.7,1.19
"Other_Fossil",1.67,1.17
"Other_Fossil",1.62,1.13
"Other_Fossil",1.59,1.11
"Other_Fossil",1.51,1.06
"Other_Fossil",1.67,1.17
"Other_Fossil",1.59,1.11
"Other_Fossil",1.59,1.11
"Other_Fossil",1.51,1.06
